src_id,tgt_id,bge_score,predicted_rel
5.11-2,5.4.2-3,0.5376,COMPLEMENTARITY
5.3-16,5.2.3-2,0.5375,COMPLEMENTARITY
5.1-2,5.1.3-1.1,0.5375,COMPLEMENTARITY
5.1-1,5.5.1-1,0.5375,COMPLEMENTARITY
5.8-1,5.4.2-1,0.5374,COMPLEMENTARITY
5.1-4,5.4.2-3,0.5374,COMPLEMENTARITY
5.9-1,5.2.4-1,0.5374,COMPLEMENTARITY
5.0-1,5.2.5-4,0.5373,COMPLEMENTARITY
5.3-14,5.2.5-4,0.5373,COMPLEMENTARITY
5.8-2,5.2.2-3,0.5373,COMPLEMENTARITY
5.1-2,5.2.3-2.1,0.5373,COMPLEMENTARITY
5.3-6A,5.2.3-3,0.5372,COMPLEMENTARITY
5.3-4B,5.1.2-6,0.5372,COMPLEMENTARITY
5.12-3,5.1.4-3,0.5372,COMPLEMENTARITY
5.1-2A,5.1.3-2,0.5372,COMPLEMENTARITY
5.12-1,5.4.2-1,0.5371,COMPLEMENTARITY
5.12-1,5.3.1-1,0.5371,COMPLEMENTARITY
5.9-3,5.1.3-1,0.5371,COMPLEMENTARITY
5.5-1,5.2.2-1,0.537,COMPLEMENTARITY
5.5-3,5.1.1-1,0.537,COMPLEMENTARITY
5.5-5,5.1.3-1.1,0.537,COMPLEMENTARITY
5.11-3,5.2.1-2,0.537,COMPLEMENTARITY
5.5-6,5.1.4-1,0.537,COMPLEMENTARITY
5.6-8,5.4.2-3,0.537,COMPLEMENTARITY
5.1-4,5.1.4-4,0.5369,COMPLEMENTARITY
5.4-2,5.1.4-5,0.5369,COMPLEMENTARITY
5.1-5,5.3.1-3,0.5368,COMPLEMENTARITY
5.3-15A,5.1.4-2,0.5367,COMPLEMENTARITY
5.3-10,5.1.3-1,0.5367,COMPLEMENTARITY
5.3-8,5.2.4-2,0.5367,COMPLEMENTARITY
5.5-1,5.4.1-1.1,0.5367,COMPLEMENTARITY
5.3-11,5.2.2-2,0.5367,COMPLEMENTARITY
5.3-9,5.5.1-1,0.5367,COMPLEMENTARITY
5.3-10,5.3.1-2,0.5367,COMPLEMENTARITY
5.9-2,5.4.2-1,0.5366,COMPLEMENTARITY
5.3-7,5.1.4-1,0.5366,COMPLEMENTARITY
5.8-3,5.1.1-2,0.5366,COMPLEMENTARITY
5.12-2,5.1.4-2,0.5366,COMPLEMENTARITY
5.1-4,5.1.1-2.1,0.5366,COMPLEMENTARITY
5.3-10,5.2.2-5,0.5366,COMPLEMENTARITY
5.3-15A,5.2.3-2.1,0.5366,COMPLEMENTARITY
5.11-2,5.1.2-1.1,0.5365,COMPLEMENTARITY
5.12-3,5.3.1-1,0.5364,COMPLEMENTARITY
5.3-10,5.1.4-3,0.5364,COMPLEMENTARITY
5.5-2,5.1.2-5,0.5364,COMPLEMENTARITY
5.3-4B,5.2.2-6,0.5364,COMPLEMENTARITY
5.6-1,5.2.3-2.1,0.5364,COMPLEMENTARITY
5.9-3,5.1.3-1.1,0.5364,COMPLEMENTARITY
5.0-1,5.4.1-3,0.5364,COMPLEMENTARITY
5.3-14,5.2.3-2.1,0.5364,COMPLEMENTARITY
5.3-6A,5.2.5-2,0.5364,COMPLEMENTARITY
5.5-6,5.3.1-3,0.5364,COMPLEMENTARITY
5.3-2,5.4.2-2,0.5363,COMPLEMENTARITY
5.9-3,5.2.4-1.1,0.5363,COMPLEMENTARITY
5.5-6,5.4.1-2,0.5363,COMPLEMENTARITY
5.3-14,5.1.2-1.1,0.5363,COMPLEMENTARITY
5.7-2,5.1.2-6,0.5362,COMPLEMENTARITY
5.3-6B,5.3.1-2,0.5362,COMPLEMENTARITY
5.4-2,5.1.2-1.1,0.5362,COMPLEMENTARITY
5.3-7,5.1.3-1,0.5362,COMPLEMENTARITY
5.8-1,5.1.4-3,0.5362,COMPLEMENTARITY
5.1-5,5.2.5-4.1,0.5361,COMPLEMENTARITY
5.5-3,5.4.2-2,0.5361,COMPLEMENTARITY
5.11-4,5.2.1-4.2,0.536,COMPLEMENTARITY
5.8-2,5.1.2-7,0.536,COMPLEMENTARITY
5.8-2,5.2.5-3,0.536,COMPLEMENTARITY
5.3-15B,5.2.4-3,0.536,COMPLEMENTARITY
5.3-12,5.3.1-2.2,0.5359,COMPLEMENTARITY
5.1-2A,5.1.3-1.2,0.5359,COMPLEMENTARITY
5.6-5,5.2.3-1,0.5359,COMPLEMENTARITY
5.3-1,5.1.2-5.1,0.5359,COMPLEMENTARITY
5.5-4,5.2.3-4,0.5359,COMPLEMENTARITY
5.8-3,5.4.1-3,0.5359,COMPLEMENTARITY
5.4-2,5.2.2-3,0.5359,COMPLEMENTARITY
5.3-14,5.2.1-2,0.5359,COMPLEMENTARITY
5.6-2,5.1.2-4,0.5358,COMPLEMENTARITY
5.5-3,5.3.1-2.2,0.5358,COMPLEMENTARITY
5.11-1,5.1.2-6,0.5358,COMPLEMENTARITY
5.3-12,5.2.5-4.1,0.5358,COMPLEMENTARITY
5.12-3,5.1.2-3,0.5357,COMPLEMENTARITY
5.11-1,5.2.2-2,0.5357,COMPLEMENTARITY
5.6-5,5.2.1-4.1,0.5356,COMPLEMENTARITY
5.2-2,5.3.1-2.1,0.5356,COMPLEMENTARITY
5.5-1,5.1.2-6,0.5356,COMPLEMENTARITY
5.2-2,5.1.4-4,0.5356,COMPLEMENTARITY
5.3-15B,5.3.1-3,0.5356,COMPLEMENTARITY
5.3-15B,5.4.2-4,0.5356,COMPLEMENTARITY
5.11-2,5.1.3-3,0.5356,COMPLEMENTARITY
5.5-5,5.1.3-3,0.5355,COMPLEMENTARITY
5.6-4B,5.1.3-1.2,0.5355,COMPLEMENTARITY
5.2-2,5.5.1-1,0.5355,COMPLEMENTARITY
5.3-10,5.2.4-1.1,0.5355,COMPLEMENTARITY
5.8-2,5.1.4-5,0.5354,COMPLEMENTARITY
5.5-6,5.2.4-1,0.5354,COMPLEMENTARITY
5.2-1,5.2.1-2,0.5353,COMPLEMENTARITY
5.6-2,5.1.3-3,0.5353,COMPLEMENTARITY
5.6-4B,5.1.4-2,0.5352,COMPLEMENTARITY
5.4-3,5.4.1-1,0.5352,COMPLEMENTARITY
5.4-3,5.2.3-2,0.5351,COMPLEMENTARITY
5.6-7,5.2.3-3,0.5351,COMPLEMENTARITY
5.3-15A,5.5.1-2,0.5351,COMPLEMENTARITY
5.3-4B,5.1.1-2,0.535,COMPLEMENTARITY
5.3-4A,5.3.1-2.1,0.535,COMPLEMENTARITY
5.9-3,5.2.4-1.2,0.535,COMPLEMENTARITY
5.13-1B,5.1.4-1,0.535,COMPLEMENTARITY
5.6-6,5.2.1-4,0.535,COMPLEMENTARITY
5.7-2,5.1.3-1.1,0.535,COMPLEMENTARITY
5.3-5,5.1.3-1.3,0.535,COMPLEMENTARITY
5.9-2,5.2.1-4.1,0.535,COMPLEMENTARITY
5.6-5,5.1.3-1.2,0.535,COMPLEMENTARITY
5.4-4,5.2.2-5,0.535,COMPLEMENTARITY
5.8-3,5.4.1-1,0.5349,COMPLEMENTARITY
5.12-1,5.5.1-2,0.5349,COMPLEMENTARITY
5.1-2A,5.2.2-3,0.5349,COMPLEMENTARITY
5.5-4,5.4.2-3,0.5349,COMPLEMENTARITY
5.5-6,5.3.1-2.1,0.5349,COMPLEMENTARITY
5.9-1,5.1.4-2,0.5348,COMPLEMENTARITY
5.9-2,5.2.2-5,0.5347,COMPLEMENTARITY
5.11-3,5.2.3-2.1,0.5347,COMPLEMENTARITY
5.12-3,5.1.2-6,0.5347,COMPLEMENTARITY
5.6-8,5.3.1-2,0.5347,COMPLEMENTARITY
5.1-3,5.1.1-2,0.5346,COMPLEMENTARITY
5.3-15B,5.1.4-1,0.5346,COMPLEMENTARITY
5.8-2,5.4.2-1,0.5346,COMPLEMENTARITY
5.3-13,5.4.2-4,0.5346,COMPLEMENTARITY
5.8-1,5.1.1-2.1,0.5346,COMPLEMENTARITY
5.3-6B,5.2.5-4.1,0.5345,COMPLEMENTARITY
5.2-3,5.1.1-1.1,0.5345,COMPLEMENTARITY
5.12-1,5.1.2-3,0.5344,COMPLEMENTARITY
5.13-1A,5.2.3-2.2,0.5344,COMPLEMENTARITY
5.5-2,5.2.5-2.1,0.5344,COMPLEMENTARITY
5.9-3,5.3.1-2,0.5344,COMPLEMENTARITY
5.10-1,5.3.1-1,0.5344,COMPLEMENTARITY
5.1-3,5.2.2-3,0.5343,COMPLEMENTARITY
5.3-8,5.1.4-4,0.5343,COMPLEMENTARITY
5.6-6,5.2.3-2.2,0.5343,COMPLEMENTARITY
5.8-2,5.2.4-3,0.5343,COMPLEMENTARITY
5.9-1,5.1.2-5.1,0.5342,COMPLEMENTARITY
5.9-2,5.5.1-1,0.5342,COMPLEMENTARITY
5.11-3,5.4.2-4,0.5342,COMPLEMENTARITY
5.2-2,5.2.3-1,0.5342,COMPLEMENTARITY
5.7-2,5.5.1-2,0.5342,COMPLEMENTARITY
5.3-10,5.2.2-2,0.5342,COMPLEMENTARITY
5.2-2,5.1.3-1.3,0.5341,COMPLEMENTARITY
5.11-1,5.2.3-2.2,0.5341,COMPLEMENTARITY
5.6-3,5.1.2-5,0.5341,COMPLEMENTARITY
5.3-15A,5.1.3-4,0.5341,COMPLEMENTARITY
5.6-7,5.2.4-1.2,0.5341,COMPLEMENTARITY
5.5-6,5.2.3-4,0.5341,COMPLEMENTARITY
5.10-1,5.4.1-1.1,0.534,COMPLEMENTARITY
5.6-4A,5.4.1-1.1,0.534,COMPLEMENTARITY
5.12-2,5.4.2-1,0.5339,COMPLEMENTARITY
5.5-2,5.3.1-2.1,0.5339,COMPLEMENTARITY
5.5-5,5.3.1-2,0.5339,COMPLEMENTARITY
5.5-7,5.1.2-5,0.5338,COMPLEMENTARITY
5.3-7,5.3.1-1,0.5338,COMPLEMENTARITY
5.1-4,5.2.1-4.2,0.5338,COMPLEMENTARITY
5.5-1,5.1.4-3,0.5338,COMPLEMENTARITY
5.4-1,5.4.2-2,0.5338,COMPLEMENTARITY
5.9-3,5.2.1-4.2,0.5338,COMPLEMENTARITY
5.5-4,5.3.1-1,0.5337,COMPLEMENTARITY
5.3-16,5.2.2-3,0.5337,COMPLEMENTARITY
5.11-2,5.1.4-5,0.5337,COMPLEMENTARITY
5.8-3,5.1.2-1,0.5337,COMPLEMENTARITY
5.4-2,5.1.2-1,0.5337,COMPLEMENTARITY
5.3-8,5.3.1-2,0.5336,COMPLEMENTARITY
5.1-5,5.4.2-2,0.5336,COMPLEMENTARITY
5.11-1,5.1.4-5,0.5336,COMPLEMENTARITY
5.2-2,5.5.1-2,0.5336,COMPLEMENTARITY
5.4-2,5.2.1-3,0.5336,COMPLEMENTARITY
5.3-3,5.5.1-1,0.5336,COMPLEMENTARITY
5.7-2,5.2.3-2,0.5336,COMPLEMENTARITY
5.3-10,5.1.2-5.1,0.5336,COMPLEMENTARITY
5.3-14,5.5.1-1,0.5336,COMPLEMENTARITY
5.5-4,5.1.4-5,0.5336,COMPLEMENTARITY
5.3-1,5.2.2-3,0.5336,COMPLEMENTARITY
5.5-8,5.2.2-3,0.5335,COMPLEMENTARITY
5.5-8,5.1.4-5,0.5335,COMPLEMENTARITY
5.4-2,5.2.5-1,0.5334,COMPLEMENTARITY
5.1-3,5.2.1-3.1,0.5334,COMPLEMENTARITY
5.10-1,5.4.1-3,0.5334,COMPLEMENTARITY
5.11-4,5.1.2-7,0.5334,COMPLEMENTARITY
5.11-3,5.2.1-4.2,0.5334,COMPLEMENTARITY
5.2-2,5.4.2-2,0.5333,COMPLEMENTARITY
5.8-2,5.1.1-2.1,0.5333,COMPLEMENTARITY
5.6-4B,5.2.3-3,0.5333,COMPLEMENTARITY
5.6-2,5.1.4-4,0.5333,COMPLEMENTARITY
5.6-6,5.4.1-3,0.5332,COMPLEMENTARITY
5.1-5,5.5.1-2,0.5332,COMPLEMENTARITY
5.11-2,5.2.1-2,0.5332,COMPLEMENTARITY
5.8-3,5.1.3-2,0.5332,COMPLEMENTARITY
5.6-4A,5.1.2-6,0.5332,COMPLEMENTARITY
5.3-2,5.2.4-1,0.5332,COMPLEMENTARITY
5.9-2,5.3.1-2.2,0.5331,COMPLEMENTARITY
5.7-1,5.3.1-1,0.5331,COMPLEMENTARITY
5.7-1,5.2.2-2,0.5331,COMPLEMENTARITY
5.11-3,5.3.1-2.1,0.5331,COMPLEMENTARITY
5.3-3,5.2.4-1,0.5331,COMPLEMENTARITY
5.10-1,5.1.1-2,0.533,COMPLEMENTARITY
5.6-6,5.1.3-1.3,0.533,COMPLEMENTARITY
5.9-2,5.1.2-5.1,0.533,COMPLEMENTARITY
5.9-2,5.1.4-1,0.533,COMPLEMENTARITY
5.1-2,5.2.4-1.1,0.5329,COMPLEMENTARITY
5.6-9,5.1.1-1,0.5329,COMPLEMENTARITY
5.1-3,5.1.2-3,0.5329,COMPLEMENTARITY
5.12-2,5.1.2-7,0.5329,COMPLEMENTARITY
5.9-1,5.2.2-5,0.5328,COMPLEMENTARITY
5.6-4B,5.2.2-5,0.5328,COMPLEMENTARITY
5.1-4,5.4.2-1,0.5328,COMPLEMENTARITY
5.3-14,5.1.4-4,0.5328,COMPLEMENTARITY
5.3-16,5.1.3-1,0.5327,COMPLEMENTARITY
5.4-2,5.1.3-2,0.5327,COMPLEMENTARITY
5.3-16,5.3.1-2.1,0.5327,COMPLEMENTARITY
5.11-2,5.2.3-1,0.5327,COMPLEMENTARITY
5.5-1,5.2.4-3,0.5326,COMPLEMENTARITY
5.1-1,5.1.3-1.2,0.5326,COMPLEMENTARITY
5.5-2,5.2.3-4,0.5325,COMPLEMENTARITY
5.8-3,5.2.1-4,0.5324,COMPLEMENTARITY
5.6-6,5.2.1-3,0.5324,COMPLEMENTARITY
5.2-1,5.2.5-2,0.5324,COMPLEMENTARITY
5.5-6,5.1.3-1,0.5323,COMPLEMENTARITY
5.6-2,5.2.3-2.2,0.5323,COMPLEMENTARITY
5.3-4B,5.1.3-3,0.5323,COMPLEMENTARITY
5.9-3,5.2.1-4.1,0.5323,COMPLEMENTARITY
5.6-4B,5.2.3-4,0.5323,COMPLEMENTARITY
5.3-4B,5.2.4-1.1,0.5322,COMPLEMENTARITY
5.3-1,5.4.1-3,0.5322,COMPLEMENTARITY
5.8-1,5.1.3-1,0.5322,COMPLEMENTARITY
5.4-2,5.1.2-5.1,0.5322,COMPLEMENTARITY
5.2-1,5.4.1-3,0.5321,COMPLEMENTARITY
5.12-2,5.2.1-1,0.5321,COMPLEMENTARITY
5.2-2,5.2.4-1.2,0.5321,COMPLEMENTARITY
5.3-13,5.4.1-1.1,0.5321,COMPLEMENTARITY
5.4-2,5.1.2-3,0.5319,COMPLEMENTARITY
5.6-4B,5.2.3-2,0.5319,COMPLEMENTARITY
5.6-8,5.2.4-1.2,0.5319,COMPLEMENTARITY
5.9-1,5.2.1-4.2,0.5319,COMPLEMENTARITY
5.7-2,5.3.1-2,0.5318,COMPLEMENTARITY
5.1-2A,5.2.1-4.1,0.5317,COMPLEMENTARITY
5.3-8,5.1.1-2.2,0.5317,COMPLEMENTARITY
5.3-3,5.2.2-3,0.5317,COMPLEMENTARITY
5.5-7,5.3.1-3,0.5317,COMPLEMENTARITY
5.11-2,5.3.1-2.2,0.5317,COMPLEMENTARITY
5.1-5,5.1.1-2.2,0.5317,COMPLEMENTARITY
5.1-5,5.2.5-2.1,0.5317,COMPLEMENTARITY
5.3-4B,5.1.2-7,0.5317,COMPLEMENTARITY
5.6-6,5.4.2-2,0.5317,COMPLEMENTARITY
5.5-3,5.1.2-4,0.5316,COMPLEMENTARITY
5.3-6B,5.2.2-3,0.5316,COMPLEMENTARITY
5.9-3,5.1.2-3,0.5316,COMPLEMENTARITY
5.5-7,5.1.3-1,0.5316,COMPLEMENTARITY
5.4-1,5.1.3-1.2,0.5316,COMPLEMENTARITY
5.3-4B,5.1.4-5,0.5315,COMPLEMENTARITY
5.6-3,5.1.4-5,0.5315,COMPLEMENTARITY
5.3-14,5.1.2-1,0.5315,COMPLEMENTARITY
5.5-3,5.2.4-2,0.5315,COMPLEMENTARITY
5.3-12,5.1.2-7,0.5314,COMPLEMENTARITY
5.6-1,5.2.5-4.1,0.5314,COMPLEMENTARITY
5.3-9,5.3.1-2.2,0.5314,COMPLEMENTARITY
5.1-4,5.2.3-2.1,0.5314,COMPLEMENTARITY
5.3-7,5.4.2-2,0.5313,COMPLEMENTARITY
5.1-4,5.1.3-2,0.5313,COMPLEMENTARITY
5.3-15B,5.2.5-2,0.5312,COMPLEMENTARITY
5.6-2,5.1.3-1,0.5312,COMPLEMENTARITY
5.6-7,5.1.3-2,0.5312,COMPLEMENTARITY
5.3-6A,5.1.2-2,0.5312,COMPLEMENTARITY
5.1-3,5.1.4-5,0.5312,COMPLEMENTARITY
5.8-3,5.2.2-2,0.5311,COMPLEMENTARITY
5.10-1,5.1.1-2.1,0.5311,COMPLEMENTARITY
5.13-1A,5.1.1-1,0.5311,COMPLEMENTARITY
5.11-3,5.2.5-3,0.5311,COMPLEMENTARITY
5.3-8,5.1.2-3,0.5311,COMPLEMENTARITY
5.12-2,5.5.1-2,0.5311,COMPLEMENTARITY
5.12-2,5.2.1-4.2,0.5311,COMPLEMENTARITY
5.5-6,5.1.3-2,0.531,COMPLEMENTARITY
5.5-4,5.4.1-1.1,0.531,COMPLEMENTARITY
5.3-14,5.2.4-1.1,0.531,COMPLEMENTARITY
5.5-2,5.1.1-2.2,0.531,COMPLEMENTARITY
5.11-2,5.1.3-1.2,0.531,COMPLEMENTARITY
5.8-2,5.4.2-3,0.531,COMPLEMENTARITY
5.12-3,5.1.2-2,0.531,COMPLEMENTARITY
5.1-3,5.4.2-3,0.531,COMPLEMENTARITY
5.5-3,5.2.3-4,0.5309,COMPLEMENTARITY
5.0-1,5.2.5-2,0.5309,COMPLEMENTARITY
5.5-1,5.1.1-2,0.5309,COMPLEMENTARITY
5.6-9,5.2.4-2.1,0.5308,COMPLEMENTARITY
5.3-10,5.1.3-1.2,0.5308,COMPLEMENTARITY
5.12-1,5.2.2-5,0.5308,COMPLEMENTARITY
5.11-3,5.4.2-1,0.5308,COMPLEMENTARITY
5.11-1,5.2.3-4,0.5308,COMPLEMENTARITY
5.9-2,5.1.2-7,0.5307,COMPLEMENTARITY
5.4-1,5.3.1-1,0.5307,COMPLEMENTARITY
5.9-3,5.2.5-2.1,0.5306,COMPLEMENTARITY
5.3-9,5.2.5-4.1,0.5306,COMPLEMENTARITY
5.3-8,5.2.3-1,0.5306,COMPLEMENTARITY
5.3-14,5.2.5-1,0.5305,COMPLEMENTARITY
5.6-6,5.2.5-2.1,0.5305,COMPLEMENTARITY
5.9-1,5.1.4-4,0.5305,COMPLEMENTARITY
5.6-8,5.5.1-2,0.5305,COMPLEMENTARITY
5.1-2,5.1.2-5.1,0.5304,COMPLEMENTARITY
5.9-1,5.4.2-1,0.5303,COMPLEMENTARITY
5.11-1,5.2.3-2.1,0.5303,COMPLEMENTARITY
5.1-4,5.1.2-4,0.5303,COMPLEMENTARITY
5.3-7,5.1.4-3,0.5303,COMPLEMENTARITY
5.3-15A,5.2.1-4,0.5302,COMPLEMENTARITY
5.5-6,5.2.2-3,0.5302,COMPLEMENTARITY
5.3-10,5.1.3-1.1,0.5302,COMPLEMENTARITY
5.5-8,5.2.5-3,0.5302,COMPLEMENTARITY
5.4-2,5.2.3-2.1,0.5302,COMPLEMENTARITY
5.6-3,5.2.5-4.1,0.5302,COMPLEMENTARITY
5.4-1,5.2.2-1,0.5302,COMPLEMENTARITY
5.6-6,5.4.1-2,0.5301,COMPLEMENTARITY
5.1-2,5.2.5-1,0.5301,COMPLEMENTARITY
5.2-2,5.1.4-3,0.5301,COMPLEMENTARITY
5.8-1,5.4.2-2,0.53,COMPLEMENTARITY
5.5-5,5.4.2-4,0.53,COMPLEMENTARITY
5.12-2,5.1.4-5,0.5299,COMPLEMENTARITY
5.6-6,5.2.3-3,0.5299,COMPLEMENTARITY
5.3-4B,5.1.2-5.1,0.5299,COMPLEMENTARITY
5.5-7,5.4.1-1,0.5299,COMPLEMENTARITY
5.3-5,5.1.1-2.2,0.5298,COMPLEMENTARITY
5.5-6,5.1.2-1.1,0.5298,COMPLEMENTARITY
5.6-2,5.1.2-1.1,0.5298,COMPLEMENTARITY
5.3-6A,5.2.4-1,0.5298,COMPLEMENTARITY
5.4-3,5.4.1-1.1,0.5298,COMPLEMENTARITY
5.11-2,5.4.1-1,0.5297,COMPLEMENTARITY
5.5-6,5.2.3-2,0.5297,COMPLEMENTARITY
5.3-9,5.4.1-1.1,0.5297,COMPLEMENTARITY
5.4-1,5.4.2-1,0.5297,COMPLEMENTARITY
5.9-3,5.1.2-4,0.5296,COMPLEMENTARITY
5.3-14,5.2.3-1,0.5296,COMPLEMENTARITY
5.4-4,5.2.5-2,0.5295,COMPLEMENTARITY
5.9-3,5.4.1-3,0.5295,COMPLEMENTARITY
5.3-7,5.3.1-2.1,0.5295,COMPLEMENTARITY
5.3-14,5.2.1-1,0.5294,COMPLEMENTARITY
5.6-9,5.1.3-1.3,0.5294,COMPLEMENTARITY
5.3-13,5.1.3-1.1,0.5294,COMPLEMENTARITY
5.3-2,5.1.4-3,0.5294,COMPLEMENTARITY
5.5-1,5.3.1-2.1,0.5293,COMPLEMENTARITY
5.6-4B,5.1.4-3,0.5292,COMPLEMENTARITY
5.3-15A,5.1.2-4,0.5292,COMPLEMENTARITY
5.9-1,5.2.1-2,0.5291,COMPLEMENTARITY
5.3-14,5.1.3-1.1,0.529,COMPLEMENTARITY
5.3-15A,5.2.2-3,0.529,COMPLEMENTARITY
5.4-4,5.1.1-1.1,0.529,COMPLEMENTARITY
5.6-2,5.5.1-2,0.529,COMPLEMENTARITY
5.12-3,5.4.1-2,0.529,COMPLEMENTARITY
5.11-4,5.1.4-2,0.5289,COMPLEMENTARITY
5.5-7,5.2.1-2,0.5289,COMPLEMENTARITY
5.12-1,5.2.4-3,0.5289,COMPLEMENTARITY
5.5-1,5.4.1-1,0.5289,COMPLEMENTARITY
5.1-5,5.1.4-1,0.5289,COMPLEMENTARITY
5.6-8,5.2.4-2,0.5289,COMPLEMENTARITY
5.11-4,5.2.4-1.2,0.5288,COMPLEMENTARITY
5.7-1,5.1.2-6,0.5288,COMPLEMENTARITY
5.5-4,5.1.3-3,0.5288,COMPLEMENTARITY
5.5-7,5.2.2-4,0.5288,COMPLEMENTARITY
5.8-2,5.1.4-3,0.5287,COMPLEMENTARITY
5.7-2,5.1.2-4,0.5286,COMPLEMENTARITY
5.4-3,5.5.1-2,0.5286,COMPLEMENTARITY
5.9-1,5.1.4-5,0.5285,COMPLEMENTARITY
5.5-5,5.1.3-1,0.5284,COMPLEMENTARITY
5.3-6A,5.1.2-7,0.5284,COMPLEMENTARITY
5.4-2,5.2.4-3,0.5284,COMPLEMENTARITY
5.7-1,5.2.1-2,0.5283,COMPLEMENTARITY
5.6-3,5.3.1-2,0.5283,COMPLEMENTARITY
5.1-2,5.3.1-2,0.5283,COMPLEMENTARITY
5.3-4B,5.2.2-4,0.5283,COMPLEMENTARITY
5.9-3,5.2.3-2.2,0.5283,COMPLEMENTARITY
5.4-1,5.4.1-1,0.5282,COMPLEMENTARITY
5.1-1,5.3.1-3,0.5282,COMPLEMENTARITY
5.6-2,5.1.2-7,0.5282,COMPLEMENTARITY
5.1-5,5.2.4-3,0.5282,COMPLEMENTARITY
5.9-3,5.1.3-1.3,0.5281,COMPLEMENTARITY
5.6-4B,5.1.3-1,0.528,COMPLEMENTARITY
5.6-4B,5.3.1-2,0.528,COMPLEMENTARITY
5.2-1,5.1.4-5,0.528,COMPLEMENTARITY
5.12-1,5.1.3-2,0.528,COMPLEMENTARITY
5.8-2,5.1.2-1.1,0.528,COMPLEMENTARITY
5.6-9,5.3.1-2.1,0.5279,COMPLEMENTARITY
5.2-1,5.2.5-4,0.5279,COMPLEMENTARITY
5.6-4A,5.1.4-4,0.5278,COMPLEMENTARITY
5.6-9,5.3.1-2.2,0.5278,COMPLEMENTARITY
5.6-2,5.1.2-1,0.5278,COMPLEMENTARITY
5.3-1,5.2.5-2,0.5278,COMPLEMENTARITY
5.11-1,5.2.4-1,0.5277,COMPLEMENTARITY
5.7-2,5.1.3-1,0.5277,COMPLEMENTARITY
5.8-1,5.1.2-1.1,0.5276,COMPLEMENTARITY
5.5-2,5.2.1-3.1,0.5276,COMPLEMENTARITY
5.11-3,5.2.2-6,0.5276,COMPLEMENTARITY
5.3-13,5.2.4-1.1,0.5276,COMPLEMENTARITY
5.3-6A,5.1.2-4,0.5275,COMPLEMENTARITY
5.3-8,5.1.4-3,0.5275,COMPLEMENTARITY
5.1-2,5.1.4-3,0.5275,COMPLEMENTARITY
5.6-3,5.1.3-3,0.5275,COMPLEMENTARITY
5.5-1,5.2.4-1,0.5275,COMPLEMENTARITY
5.1-4,5.1.2-1.1,0.5274,COMPLEMENTARITY
5.5-7,5.2.4-3,0.5273,COMPLEMENTARITY
5.5-7,5.1.3-3,0.5273,COMPLEMENTARITY
5.5-7,5.1.1-2,0.5273,COMPLEMENTARITY
5.11-1,5.2.4-1.2,0.5272,COMPLEMENTARITY
5.3-7,5.2.5-3,0.5272,COMPLEMENTARITY
5.3-15B,5.2.1-4.1,0.5272,COMPLEMENTARITY
5.11-1,5.3.1-3,0.5272,COMPLEMENTARITY
5.3-7,5.1.1-2,0.5271,COMPLEMENTARITY
5.6-7,5.2.1-3,0.5271,COMPLEMENTARITY
5.4-4,5.3.1-2,0.5271,COMPLEMENTARITY
5.6-6,5.2.2-1,0.5271,COMPLEMENTARITY
5.12-3,5.2.2-6,0.5271,COMPLEMENTARITY
5.4-4,5.2.5-4,0.527,COMPLEMENTARITY
5.6-4B,5.1.4-1,0.5269,COMPLEMENTARITY
5.11-4,5.1.1-2,0.5269,COMPLEMENTARITY
5.12-3,5.2.5-4.1,0.5269,COMPLEMENTARITY
5.10-1,5.1.1-2.2,0.5268,COMPLEMENTARITY
5.3-6A,5.4.2-2,0.5268,COMPLEMENTARITY
5.4-1,5.2.3-2.1,0.5268,COMPLEMENTARITY
5.11-1,5.2.5-4.1,0.5268,COMPLEMENTARITY
5.3-13,5.1.2-1.1,0.5268,COMPLEMENTARITY
5.3-3,5.3.1-2.2,0.5268,COMPLEMENTARITY
5.6-8,5.1.2-1.1,0.5268,COMPLEMENTARITY
5.3-15A,5.3.1-3,0.5268,COMPLEMENTARITY
5.5-6,5.2.4-3,0.5268,COMPLEMENTARITY
5.5-5,5.2.1-4,0.5268,COMPLEMENTARITY
5.12-3,5.2.3-2.1,0.5268,COMPLEMENTARITY
5.2-1,5.2.3-2,0.5268,COMPLEMENTARITY
5.12-1,5.1.1-2,0.5268,COMPLEMENTARITY
5.3-15B,5.1.2-7,0.5267,COMPLEMENTARITY
5.4-3,5.1.3-1,0.5267,COMPLEMENTARITY
5.11-3,5.1.1-2,0.5267,COMPLEMENTARITY
5.4-2,5.4.2-2,0.5267,COMPLEMENTARITY
5.12-3,5.1.1-2,0.5266,COMPLEMENTARITY
5.1-5,5.1.2-7,0.5266,COMPLEMENTARITY
5.9-2,5.2.5-3,0.5266,COMPLEMENTARITY
5.3-16,5.4.1-1,0.5266,COMPLEMENTARITY
5.1-2,5.2.5-4.1,0.5266,COMPLEMENTARITY
5.5-1,5.1.3-1.3,0.5266,COMPLEMENTARITY
5.3-4B,5.1.1-2.2,0.5266,COMPLEMENTARITY
5.3-8,5.4.2-2,0.5265,COMPLEMENTARITY
5.8-2,5.2.3-2.2,0.5265,COMPLEMENTARITY
5.11-4,5.2.1-2,0.5264,COMPLEMENTARITY
5.8-1,5.2.3-2.2,0.5264,COMPLEMENTARITY
5.3-15A,5.2.4-3,0.5264,COMPLEMENTARITY
