src_id,tgt_id,stratum,screening_score,N_stratum,n_stratum,weight,in_pilot
5.1-5,5.1.1-2,M,0.6167874396135266,1490,200,7.45,False
5.3-13,5.2.3-2.1,M,0.6155193236714975,1490,200,7.45,False
5.4-1,5.2.2-4,M,0.6152979066022544,1490,200,7.45,False
5.2-1,5.2.2-3,M,0.6115539452495973,1490,200,7.45,False
5.2-1,5.2.1-4.2,M,0.6086151368760064,1490,200,7.45,False
5.6-8,5.2.1-4.2,M,0.6081320450885668,1490,200,7.45,False
5.1-5,5.1.3-1.2,M,0.6074476650563607,1490,200,7.45,False
5.6-5,5.2.1-2,M,0.6064412238325281,1490,200,7.45,False
5.3-15B,5.2.3-4,M,0.6051127214170693,1490,200,7.45,False
5.2-1,5.5.1-1,M,0.6049919484702093,1490,200,7.45,False
5.3-9,5.2.4-3,M,0.6043478260869566,1490,200,7.45,False
5.3-3,5.2.5-1,M,0.6043075684380032,1490,200,7.45,False
5.3-7,5.2.1-4.2,M,0.6028582930756844,1490,200,7.45,False
5.3-1,5.2.5-2.1,M,0.6019726247987117,1490,200,7.45,False
5.4-1,5.4.2-1,M,0.6010064412238325,1490,200,7.45,False
5.8-2,5.1.4-4,M,0.6008051529790659,1490,200,7.45,False
5.6-4A,5.1.2-3,M,0.6003220611916265,1490,200,7.45,False
5.6-3,5.4.2-4,M,0.6002415458937198,1490,200,7.45,False
5.6-3,5.3.1-3,M,0.5993558776167471,1490,200,7.45,False
5.13-1A,5.4.2-3,M,0.5952495974235106,1490,200,7.45,False
5.6-3,5.1.3-2,M,0.595048309178744,1490,200,7.45,False
5.6-1,5.2.2-1,M,0.5944041867954912,1490,200,7.45,True
5.8-1,5.1.4-3,M,0.5931159420289855,1490,200,7.45,False
5.0-1,5.2.1-3,M,0.5927133655394525,1490,200,7.45,False
5.3-7,5.1.1-1,M,0.5896940418679549,1490,200,7.45,False
5.12-2,5.2.5-2.1,M,0.5895732689210951,1490,200,7.45,False
5.1-3,5.5.1-2,M,0.589170692431562,1490,200,7.45,False
5.3-2,5.1.3-2,M,0.5889291465378421,1490,200,7.45,False
5.3-6B,5.1.1-2.1,M,0.5884460547504026,1490,200,7.45,False
5.3-3,5.2.4-3,M,0.5882447665056361,1490,200,7.45,False
5.8-2,5.4.1-1,M,0.5867954911433173,1490,200,7.45,False
5.10-1,5.1.3-4,M,0.5853462157809984,1490,200,7.45,False
5.3-10,5.1.2-2,M,0.5850644122383253,1490,200,7.45,False
5.9-1,5.1.3-1,M,0.584500805152979,1490,200,7.45,False
5.1-5,5.1.3-1.1,M,0.5843397745571658,1490,200,7.45,False
5.6-8,5.1.2-3,M,0.5838969404186796,1490,200,7.45,False
5.9-1,5.4.2-3,M,0.5814814814814815,1490,200,7.45,False
5.8-3,5.4.1-1,M,0.5783816425120774,1490,200,7.45,False
5.11-4,5.1.2-6,M,0.5777375201288245,1490,200,7.45,False
5.6-3,5.2.4-2,M,0.5772544283413849,1490,200,7.45,False
5.5-2,5.4.1-3,M,0.5765297906602255,1490,200,7.45,False
5.6-8,5.1.1-2.2,M,0.576328502415459,1490,200,7.45,False
5.7-2,5.1.2-2,M,0.575925925925926,1490,200,7.45,False
5.6-4A,5.1.2-2,M,0.5745169082125604,1490,200,7.45,False
5.6-4A,5.3.1-2,M,0.5740338164251207,1490,200,7.45,False
5.13-1B,5.2.1-3,M,0.5740338164251207,1490,200,7.45,False
5.6-4A,5.1.1-2.2,M,0.5735104669887279,1490,200,7.45,False
5.3-16,5.2.4-3,M,0.5727455716586152,1490,200,7.45,False
5.3-11,5.1.4-3,M,0.5720209339774558,1490,200,7.45,False
5.5-8,5.1.2-5.1,M,0.5704106280193237,1490,200,7.45,False
5.8-1,5.1.3-2,M,0.5700885668276973,1490,200,7.45,False
5.5-7,5.2.1-4.2,M,0.5696457326892109,1490,200,7.45,False
5.6-1,5.4.1-1,M,0.5692431561996779,1490,200,7.45,False
5.3-6B,5.1.3-1.1,M,0.5670692431561997,1490,200,7.45,False
5.6-8,5.2.4-1.1,M,0.5664251207729469,1490,200,7.45,False
5.11-1,5.2.5-1,M,0.5663446054750403,1490,200,7.45,False
5.3-7,5.1.2-2,M,0.5661835748792271,1490,200,7.45,False
5.6-3,5.1.4-3,M,0.5650563607085346,1490,200,7.45,False
5.6-4A,5.2.5-4,M,0.5638888888888889,1490,200,7.45,False
5.3-11,5.2.5-3,M,0.5620772946859904,1490,200,7.45,False
5.3-2,5.2.2-3,M,0.5614734299516908,1490,200,7.45,False
5.8-2,5.3.1-2,M,0.561352657004831,1490,200,7.45,False
5.4-3,5.2.4-3,M,0.558816425120773,1490,200,7.45,False
5.8-2,5.5.1-2,M,0.5585346215780999,1490,200,7.45,False
5.2-1,5.2.2-5,M,0.558011272141707,1490,200,7.45,True
5.5-5,5.2.2-1,L,0.5577697262479872,2981,200,14.905,True
5.12-1,5.5.1-2,L,0.5572866344605475,2981,200,14.905,False
5.5-5,5.2.4-1,L,0.5534219001610305,2981,200,14.905,False
5.6-6,5.1.2-6,L,0.5525764895330113,2981,200,14.905,False
5.1-1,5.4.1-1,L,0.5519323671497585,2981,200,14.905,False
5.6-3,5.4.2-1,L,0.5505636070853462,2981,200,14.905,False
5.2-1,5.1.3-4,L,0.5487117552334944,2981,200,14.905,False
5.2-2,5.2.5-4.1,L,0.547866344605475,2981,200,14.905,False
5.4-4,5.1.2-5.1,L,0.5474235104669887,2981,200,14.905,False
5.3-14,5.1.2-1.1,L,0.5467793880837359,2981,200,14.905,False
5.2-2,5.2.4-2,L,0.5444041867954911,2981,200,14.905,False
5.9-3,5.4.2-4,L,0.538647342995169,2981,200,14.905,False
5.11-4,5.3.1-2,L,0.5365136876006441,2981,200,14.905,False
5.3-15A,5.4.1-1.1,L,0.5360708534621578,2981,200,14.905,True
5.2-1,5.2.2-1,L,0.5305958132045088,2981,200,14.905,False
5.6-4A,5.4.1-2,L,0.5287037037037037,2981,200,14.905,False
5.4-2,5.3.1-2,L,0.5275764895330112,2981,200,14.905,False
5.4-3,5.1.2-2,L,0.5247987117552335,2981,200,14.905,False
5.3-12,5.4.1-1.1,L,0.524194847020934,2981,200,14.905,False
5.0-1,5.2.2-5,L,0.5241545893719806,2981,200,14.905,False
5.11-3,5.2.1-2,L,0.5222222222222223,2981,200,14.905,False
5.1-1,5.2.4-3,L,0.5208937198067634,2981,200,14.905,False
5.1-3,5.1.2-1.1,L,0.5157407407407407,2981,200,14.905,False
5.3-6A,5.1.2-6,L,0.5147342995169082,2981,200,14.905,False
5.4-1,5.3.1-3,L,0.5115539452495975,2981,200,14.905,False
5.11-2,5.1.3-1.2,L,0.5095813204508857,2981,200,14.905,False
5.1-4,5.2.2-4,L,0.5072061191626409,2981,200,14.905,False
5.1-2,5.1.2-1.1,L,0.5030595813204509,2981,200,14.905,False
5.6-9,5.2.1-3,L,0.5023752012882448,2981,200,14.905,False
5.6-5,5.3.1-2.2,L,0.5015901771336555,2981,200,14.905,False
5.3-16,5.2.1-1,L,0.499194847020934,2981,200,14.905,False
5.3-14,5.2.5-4.1,L,0.49911433172302744,2981,200,14.905,False
5.11-3,5.2.5-1,L,0.49613526570048305,2981,200,14.905,False
5.11-2,5.2.3-4,L,0.49528985507246376,2981,200,14.905,False
5.3-5,5.2.1-2,L,0.49464573268921097,2981,200,14.905,False
5.3-16,5.1.2-6,L,0.4908212560386473,2981,200,14.905,False
5.3-14,5.1.4-1,L,0.4901368760064412,2981,200,14.905,False
5.4-3,5.2.2-6,L,0.48421900161030595,2981,200,14.905,False
5.4-2,5.4.2-4,L,0.4833333333333334,2981,200,14.905,False
5.12-3,5.1.2-1.1,L,0.4822463768115942,2981,200,14.905,False
5.9-2,5.4.2-4,L,0.4815217391304348,2981,200,14.905,False
5.6-5,5.2.4-3,L,0.4803140096618358,2981,200,14.905,False
5.1-4,5.1.2-1,L,0.480072463768116,2981,200,14.905,False
5.2-2,5.1.1-1,L,0.47946859903381644,2981,200,14.905,False
5.6-7,5.1.2-1,L,0.4771739130434782,2981,200,14.905,False
5.1-4,5.2.2-1,L,0.47632850241545893,2981,200,14.905,False
5.3-2,5.1.1-2.2,L,0.4761674718196457,2981,200,14.905,False
5.6-3,5.2.1-1,L,0.4742351046698873,2981,200,14.905,False
5.3-2,5.1.2-2,L,0.47101449275362317,2981,200,14.905,False
5.6-3,5.1.3-1.1,L,0.47081320450885666,2981,200,14.905,False
5.5-1,5.2.3-2.2,L,0.4705716586151369,2981,200,14.905,False
5.6-4A,5.2.1-1,L,0.4676731078904992,2981,200,14.905,False
5.3-16,5.1.2-1,L,0.467512077294686,2981,200,14.905,False
5.4-1,5.1.3-2,L,0.4667069243156199,2981,200,14.905,False
5.10-1,5.2.2-3,L,0.4642109500805153,2981,200,14.905,False
5.6-2,5.1.1-2.1,L,0.45736714975845405,2981,200,14.905,False
5.3-2,5.1.2-1.1,L,0.4544685990338165,2981,200,14.905,False
5.12-2,5.4.1-3,L,0.452536231884058,2981,200,14.905,False
5.1-4,5.1.2-5,L,0.44842995169082134,2981,200,14.905,False
5.4-1,5.1.2-4,L,0.4454106280193237,2981,200,14.905,False
5.10-1,5.1.4-3,L,0.44504830917874394,2981,200,14.905,True
5.2-1,5.4.2-4,L,0.44436392914653783,2981,200,14.905,False
5.1-5,5.1.3-4,L,0.4394122383252818,2981,200,14.905,False
5.7-1,5.2.5-4.1,L,0.43756038647342993,2981,200,14.905,False
5.8-1,5.2.3-2,L,0.43671497584541064,2981,200,14.905,False
5.1-4,5.2.4-2,L,0.4297906602254429,2981,200,14.905,False
5.3-14,5.1.1-2.2,L,0.4214975845410628,2981,200,14.905,False
5.3-9,5.5.1-2,L,0.42097423510466986,2981,200,14.905,False
5.9-3,5.3.1-1,L,0.41964573268921096,2981,200,14.905,False
5.6-8,5.2.2-4,L,0.41944444444444445,2981,200,14.905,False
5.9-1,5.1.4-5,L,0.4171900161030596,2981,200,14.905,False
5.1-5,5.2.2-4,L,0.4157004830917875,2981,200,14.905,False
5.1-1,5.2.4-2,L,0.4154589371980676,2981,200,14.905,True
5.2-1,5.4.1-3,L,0.412962962962963,2981,200,14.905,False
5.1-5,5.1.2-5,L,0.41179549114331726,2981,200,14.905,False
5.6-7,5.1.3-1.3,L,0.4106682769726248,2981,200,14.905,False
5.3-9,5.1.2-6,L,0.41046698872785836,2981,200,14.905,False
5.9-3,5.1.3-1.1,L,0.407487922705314,2981,200,14.905,False
5.6-3,5.2.3-1,L,0.39975845410628014,2981,200,14.905,False
5.10-1,5.1.4-1,L,0.39806763285024155,2981,200,14.905,False
5.1-1,5.1.1-2.2,L,0.3977455716586151,2981,200,14.905,False
5.3-7,5.1.2-5,L,0.39476650563607085,2981,200,14.905,False
5.5-4,5.4.2-3,L,0.3937600644122383,2981,200,14.905,False
5.3-4A,5.4.2-1,L,0.38848631239935594,2981,200,14.905,False
5.8-1,5.2.5-2.1,L,0.38635265700483096,2981,200,14.905,False
5.6-3,5.2.4-1,L,0.3861513687600644,2981,200,14.905,False
5.3-4A,5.2.1-4.2,L,0.38530595813204516,2981,200,14.905,False
5.3-10,5.1.3-1.3,L,0.38433977455716584,2981,200,14.905,False
5.4-1,5.3.1-2.1,L,0.38349436392914654,2981,200,14.905,False
5.2-2,5.1.4-1,L,0.38264895330112725,2981,200,14.905,False
5.9-2,5.2.1-4,L,0.3811996779388084,2981,200,14.905,False
5.1-1,5.3.1-2.1,L,0.3795893719806763,2981,200,14.905,False
5.4-4,5.1.4-1,L,0.3777375201288245,2981,200,14.905,False
5.3-15A,5.1.4-1,L,0.37359098228663445,2981,200,14.905,False
5.9-3,5.2.2-1,L,0.3686795491143317,2981,200,14.905,False
5.7-2,5.2.2-1,L,0.3665458937198068,2981,200,14.905,False
5.3-7,5.1.1-1.1,L,0.36650563607085346,2981,200,14.905,False
5.3-11,5.2.2-1,L,0.3651771336553945,2981,200,14.905,False
5.5-7,5.1.1-1,L,0.36457326892109504,2981,200,14.905,False
5.1-2A,5.2.2-3,L,0.361231884057971,2981,200,14.905,False
5.3-7,5.1.1-2.1,L,0.3576489533011272,2981,200,14.905,False
5.3-8,5.2.4-2.1,L,0.356682769726248,2981,200,14.905,False
5.11-2,5.1.2-7,L,0.355756843800322,2981,200,14.905,False
5.13-1B,5.2.1-3.1,L,0.3553140096618358,2981,200,14.905,False
5.3-10,5.2.5-2.1,L,0.35006038647342996,2981,200,14.905,False
5.3-6A,5.1.4-5,L,0.3498389694041868,2981,200,14.905,False
5.3-13,5.1.4-1,L,0.3465378421900161,2981,200,14.905,False
5.7-1,5.2.4-1,L,0.34585346215781,2981,200,14.905,False
5.11-2,5.4.2-2,L,0.3453703703703704,2981,200,14.905,False
5.5-5,5.2.2-5,L,0.3427133655394525,2981,200,14.905,False
5.3-4A,5.2.5-2.1,L,0.34267310789049915,2981,200,14.905,False
5.6-5,5.1.3-1,L,0.34057971014492755,2981,200,14.905,False
5.4-1,5.2.2-2,L,0.3384863123993559,2981,200,14.905,False
5.3-3,5.2.1-3,L,0.3353864734299517,2981,200,14.905,False
5.6-4B,5.2.1-2,L,0.3349033816425121,2981,200,14.905,False
5.5-7,5.1.2-1.1,L,0.3306360708534622,2981,200,14.905,False
5.7-1,5.2.2-4,L,0.3262479871175523,2981,200,14.905,False
5.3-5,5.2.2-1,L,0.3242351046698873,2981,200,14.905,False
5.8-1,5.2.5-3,L,0.3233494363929147,2981,200,14.905,False
5.12-3,5.2.1-3,L,0.32157809983896934,2981,200,14.905,False
5.5-2,5.1.1-1.1,L,0.32037037037037036,2981,200,14.905,False
5.3-12,5.2.2-3,L,0.318317230273752,2981,200,14.905,False
5.9-3,5.2.2-3,L,0.3177133655394525,2981,200,14.905,False
5.3-1,5.2.1-3,L,0.31686795491143316,2981,200,14.905,False
5.5-3,5.1.2-2,L,0.3166666666666667,2981,200,14.905,False
5.3-16,5.2.4-1.1,L,0.3161835748792271,2981,200,14.905,True
5.5-6,5.2.4-3,L,0.3140499194847021,2981,200,14.905,False
5.3-11,5.2.2-5,L,0.311634460547504,2981,200,14.905,False
5.8-1,5.2.3-4,L,0.30974235104669884,2981,200,14.905,False
5.7-1,5.3.1-2.1,L,0.30173107890499196,2981,200,14.905,False
5.5-8,5.2.1-3.1,L,0.30016103059581317,2981,200,14.905,False
5.9-1,5.3.1-2,L,0.29987922705314013,2981,200,14.905,False
5.4-2,5.1.4-5,L,0.29706119162640904,2981,200,14.905,False
5.11-1,5.1.2-1,L,0.29681964573268915,2981,200,14.905,False
5.1-5,5.2.2-5,L,0.2950080515297907,2981,200,14.905,True
5.3-15A,5.1.3-1,L,0.2931561996779388,2981,200,14.905,False
5.3-6A,5.1.2-4,L,0.2911030595813205,2981,200,14.905,False
5.11-2,5.1.1-2.2,L,0.2908212560386473,2981,200,14.905,False
5.6-6,5.2.4-1,L,0.28482286634460546,2981,200,14.905,False
5.6-8,5.2.2-5,L,0.28454106280193237,2981,200,14.905,False
5.3-2,5.4.1-3,L,0.28236714975845406,2981,200,14.905,False
5.5-4,5.5.1-2,L,0.2803945249597423,2981,200,14.905,False
5.3-15B,5.2.5-2,L,0.2790257648953301,2981,200,14.905,False
5.3-12,5.2.1-3,L,0.2692431561996779,2981,200,14.905,False
5.9-3,5.2.4-3,L,0.2681964573268921,2981,200,14.905,False
5.3-15B,5.1.2-1.1,L,0.26578099838969405,2981,200,14.905,False
5.3-3,5.2.1-4.2,L,0.26006441223832527,2981,200,14.905,False
5.1-2A,5.3.1-3,L,0.2578502415458937,2981,200,14.905,False
5.3-6A,5.2.5-3,L,0.2561191626409018,2981,200,14.905,False
5.1-2A,5.2.5-3,L,0.2553140096618357,2981,200,14.905,False
5.6-3,5.1.3-1.3,L,0.25450885668276974,2981,200,14.905,False
5.1-2A,5.4.2-2,L,0.2527375201288245,2981,200,14.905,False
5.2-2,5.2.3-2.2,L,0.24883252818035428,2981,200,14.905,False
5.3-6A,5.2.2-3,L,0.2461755233494364,2981,200,14.905,False
5.3-16,5.4.2-2,L,0.24436392914653782,2981,200,14.905,False
5.5-2,5.2.1-3.1,L,0.2424315619967794,2981,200,14.905,False
5.7-1,5.2.2-5,L,0.2416666666666667,2981,200,14.905,False
5.6-6,5.4.1-1,L,0.24158615136876,2981,200,14.905,False
5.3-9,5.2.2-5,L,0.24122383252818036,2981,200,14.905,False
5.9-2,5.1.3-3,L,0.23949275362318842,2981,200,14.905,False
5.5-4,5.1.2-3,L,0.2384460547504026,2981,200,14.905,False
5.9-2,5.2.4-1.1,L,0.23667471819645733,2981,200,14.905,False
5.1-1,5.1.3-1.3,L,0.23236714975845413,2981,200,14.905,False
5.6-6,5.2.3-2,L,0.23224637681159419,2981,200,14.905,False
5.11-4,5.1.2-2,L,0.23132045088566827,2981,200,14.905,False
5.3-16,5.1.1-2.2,L,0.22652979066022544,2981,200,14.905,False
5.3-6A,5.2.3-3,L,0.2249597423510467,2981,200,14.905,False
5.6-6,5.1.2-2,L,0.22290660225442832,2981,200,14.905,False
5.6-4B,5.3.1-2,L,0.221658615136876,2981,200,14.905,False
5.3-15A,5.1.2-3,L,0.21199677938808376,2981,200,14.905,False
5.3-15A,5.2.4-2.1,L,0.20994363929146537,2981,200,14.905,False
5.5-3,5.2.5-1,L,0.20853462157809982,2981,200,14.905,False
5.9-3,5.2.4-1.2,L,0.20523349436392913,2981,200,14.905,False
5.8-1,5.2.2-5,L,0.2043075684380032,2981,200,14.905,False
5.1-4,5.1.1-2.1,L,0.1971014492753623,2981,200,14.905,False
5.5-4,5.2.5-1,L,0.1931964573268921,2981,200,14.905,False
5.6-4B,5.2.3-4,L,0.19029790660225443,2981,200,14.905,False
5.4-1,5.2.5-4,L,0.1880434782608696,2981,200,14.905,False
5.9-3,5.2.3-3,L,0.18389694041867957,2981,200,14.905,False
5.9-2,5.2.3-1,L,0.18160225442834138,2981,200,14.905,False
5.1-2A,5.1.1-2.2,L,0.17914653784219,2981,200,14.905,False
5.11-3,5.1.2-4,L,0.17721417069243156,2981,200,14.905,False
5.3-4A,5.1.3-1.3,L,0.1753220611916264,2981,200,14.905,False
5.5-7,5.2.5-3,L,0.17266505636070853,2981,200,14.905,False
5.6-4B,5.2.2-6,L,0.1706924315619968,2981,200,14.905,False
5.4-1,5.2.5-4.1,L,0.1665861513687601,2981,200,14.905,False
5.11-4,5.2.5-2.1,L,0.16392914653784219,2981,200,14.905,False
5.1-2A,5.3.1-2.2,L,0.16219806763285025,2981,200,14.905,False
5.8-2,5.1.4-2,L,0.15813204508856682,2981,200,14.905,False
5.3-15B,5.2.2-1,L,0.15491143317230274,2981,200,14.905,False
5.5-4,5.2.3-3,L,0.15128824476650565,2981,200,14.905,False
5.6-6,5.1.3-3,L,0.15080515297906602,2981,200,14.905,False
5.3-12,5.2.5-2.1,L,0.1431561996779388,2981,200,14.905,False
5.6-4B,5.1.2-5,L,0.1289452495974235,2981,200,14.905,False
5.5-3,5.1.2-3,L,0.12262479871175522,2981,200,14.905,False
5.5-3,5.1.4-3,L,0.11803542673107889,2981,200,14.905,False
5.5-3,5.3.1-2.1,L,0.10744766505636069,2981,200,14.905,False
5.9-2,5.1.1-2.2,L,0.09609500805152979,2981,200,14.905,False
5.5-3,5.2.5-3,L,0.09408212560386474,2981,200,14.905,False
5.6-6,5.2.4-2,L,0.09367954911433171,2981,200,14.905,False
